0.06,156.16,-3,-2.2,83.9,29.52,28.42
0.06,156.17,-0.6,-3.3,83.9,29.66,28.26
0.06,156.16,-2.4,-2.8,89.4,29.43,27.27
0.06,156.16,-2.8,1,88.6,29.38,27.35
0.06,156.16,0.2,-0.8,85.1,29.55,27.78
0.06,156.17,-3.1,-3.3,83.9,29.47,28.26
0.06,156.16,-5.3,-5,87.1,29.16,28.45
0.06,156.17,-6.1,-1.3,87.1,28.97,28.26
0.06,156.17,-6.7,-1.4,86.3,28.83,28.26
0.06,156.16,-3.9,-1.6,85.9,28.89,28.18
-1.98,155.94,-2.3,-2.6,78.3,29.75,28.68
-1.99,155.94,-3,-0.2,78.3,29.95,28.4
-1.99,155.94,-3.6,0.1,76.7,30.1,28.96
-1.99,155.93,-3.6,-0.1,76.3,30.15,29.08
-1.99,155.94,-2.2,-2,78.8,29.98,28.84
-1.99,155.94,-0.4,-2.7,77.1,30.05,28.76
-1.99,155.94,0.9,-1.7,82.9,29.94,27.65
-1.99,155.94,1.8,2.1,82.9,29.7,27.65
-1.99,155.94,-1.1,-1.2,81.3,29.67,28.16
-1.99,155.94,-1.3,-1.8,88.3,29.6,30.04
7.98,165.06,-5.8,-3.4,84.5,28.72,28.35
7.98,165.07,-5.8,-4.3,83.7,28.71,28.44
7.99,165.06,-7,-2.4,87.7,28.7,28.18
7.98,165.07,-7.2,-3.9,87.7,28.74,28.42
7.99,165.06,-5.8,-4.5,81.4,28.7,28.5
7.99,165.06,-4.4,-4.2,79.8,28.76,28.33
7.98,165.07,-4.9,-2.5,84.5,28.75,28.32
7.99,165.07,-4.1,1.2,92.4,28.77,27.67
7.98,165.06,-1.5,0.1,92.4,28.77,26.97
7.98,165.07,-6.1,-4.1,85.3,28.77,28.46
7.98,165.06,-5.8,-3.8,81.4,28.77,28.45
7.98,165.06,-6.8,-2.4,88.9,28.77,28.17
7.98,165.08,-6.7,-4.2,90,28.77,28.28
7.98,165.06,-6.2,-4.9,88.9,28.77,28.4
5.03,165.02,-6.2,-3.5,84,28.68,28.5
5.02,165.03,-6.1,-3.9,84.4,28.65,28.44
5.02,165.03,-6.2,-0.2,89.3,28.63,27.65
5.02,165.02,-6.6,-1.8,88.5,28.77,28.12
5.02,165.02,-5.6,-4.4,86.5,28.62,28.13
5.02,165.02,-3.9,-5.3,81.2,28.66,28.34
5.03,165.02,-4,-2.9,84.4,28.68,28.24
5.03,165.03,-2,3.3,88.5,28.82,27.98
5.03,165.02,-3.2,-1,84.8,28.96,27.97
5.03,165.02,-7.2,-3.1,85.3,28.82,28.43
5.03,165.02,-5.9,-3.8,82.8,28.79,28.44
5.03,165.02,-6.8,-0.2,84.8,28.85,28.55
5.02,165.03,-6.6,-0.6,88.5,28.88,28.18
5.03,165.02,-6.4,-1.6,87.7,28.87,28.53
-5,165.2,0.3,-4.4,88.1,29.35,26.82
-5,165.21,-0.4,-1.2,85,29.53,27.5
-4.99,165.21,-1.3,-0.7,75.9,29.7,28.72
-5,165.21,-2.4,-0.2,79.8,29.84,28.67
-4.99,165.21,-0.3,-2,80.7,29.68,28.28
-5,165.21,3.4,1.7,84.1,29.56,27.49
-4.99,165.21,-3.4,-0.2,85.5,29.46,26.61
-4.99,165.2,-3.9,1.1,79.8,29.42,28.13
-4.99,165.21,-6.3,-0.1,85.9,29.33,27.34
-4.99,165.21,-2.4,-3.1,82.4,29.39,27.6
-5,165.2,-3.7,0,84.1,29.34,27.21
-5,165.2,-4.2,1.6,81.5,29.38,28.09
-5,165.2,-5.1,1.1,83.3,29.46,28.16
-5,165.2,-3.9,-1,85.9,29.42,27.89
